Bios Serial Number	User	Name	Os Name	Asset Notes	Last Inventory	Cs Manufacturer	Cs Model	Last User	Warranty Start	Warranty End	Assigned To	Function	Floor	Room
W80362ZJAGX	ssamuels	SMG643ALT-1	Microsoft Windows 7 Enterprise x64	643A	6/4/2015 23:44	Apple Inc.	"MacBookPro6,2"	AD\ssamuels	9/6/2010 0:00	9/5/2013 0:00	ssamuels	Secondary		643A
Parallels-7F F9 B3 9D 28 EA 4B 36 A0 B9 84 A4 14 32 A9 9C	istds-admin	SMG630ELT	Microsoft Windows 7 Professional x64		3/27/2015 11:40	Parallels Software International Inc.	Parallels Virtual Platform	SMG630ELT\istds-admin	11/30/-001 00:00:00	11/30/-001 00:00:00	seaholm	Secondary		
CXYL8Z1	pcortes	SMG639-1	Microsoft Windows 7 Professional x64		10/1/2016 18:55	Dell Inc.	Precision T5600	AD\pcortes	10/23/2013 0:00	10/24/2016 0:00	pcortes	Primary		
MJYWGX8	smgguest	SMG630-1	Microsoft Windows 7 Professional x64	630	12/14/2015 14:20	LENOVO	4524A61	AD\smgguest	7/2/2011 0:00	7/1/2015 0:00	firefox	Shared		630
LR1H5MG	smgcloud	SMG326LT-40	Microsoft Windows 7 Professional x64	340 E	9/22/2016 9:18	LENOVO	05962RU	AD\smgcloud	11/30/2011 0:00	11/29/2012 0:00	cbarrett	Loaner		340 E
PF00603Y	qstcloud	QST-WL-0051	Microsoft Windows 10 Enterprise x64	340E	9/19/2016 8:42	LENOVO	20ARCTO1WW	AD\qstcloud	11/30/-001 00:00:00	11/30/-001 00:00:00	cbarrett	Loaner		340E
MJ19TYP	suschkiv	QST-WD-0283	Microsoft Windows 7 Professional x64	Room 116	6/21/2016 15:49	LENOVO	3212BJ7	AD\suschkiv	12/9/2013 0:00	11/28/2017 0:00	amcbride	Primary		Room 116
MJ19TZA	smgcrcws	QST-WD-0331	Microsoft Windows 7 Professional x64	122	10/1/2016 18:13	LENOVO	3212BJ7	AD\mlynd	11/29/2013 0:00	11/28/2017 0:00	rzsilver	Primary		122
MJ19TYZ	smrichar	QST-WD-0220	Microsoft Windows 7 Professional x64	110	10/1/2016 19:54	LENOVO	3212BJ7	AD\kpalance	12/9/2013 0:00	11/28/2017 0:00	matychak	Shared		110
C17FT9SBDH2G	jkissh	qst-ml-0002	Mac OS X 10.11.1 (x86_64)	333 A	1/15/2016 10:33	"Apple, Inc."	"MacBookPro8,1"		6/7/2011 0:00	6/6/2014 0:00	cbarrett	Loaner		333 A
MJ004NV4	ssrini	QST-WD-0311	Microsoft Windows 7 Professional x64	658C	9/22/2016 1:19	LENOVO	30A2A038US	AD\ssrini	12/29/2013 0:00	12/18/2017 0:00	ssrini	Primary	SMG657	658C
R8M3YZE	qstcloud	QST-WL-0060	Microsoft Windows 7 Enterprise x64	340 E	8/26/2016 14:26	LENOVO	4236GG9	AD\qstcloud	7/10/2011 0:00	7/9/2015 0:00	cbarrett	Loaner		340 E
MJ006KEJ	swatts	SMG645-1	Microsoft Windows 7 Enterprise x64		7/26/2016 9:16	LENOVO	30A2A038US	AD\swatts	1/19/2014 0:00	1/8/2018 0:00	swatts	Primary		
MJYWGX7	gdefronz	QST-WD-0315	Microsoft Windows 7 Professional x64	630 C	3/21/2016 23:02	LENOVO	4524A61	AD\gdefronz	7/2/2011 0:00	7/1/2015 0:00	gdefronz	Shared		630 C
PK2P6Y8	kcurley	SMG612LT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 19:21	LENOVO	3448AR2	AD\kcurley	2/12/2014 0:00	2/11/2018 0:00	kcurley	Primary		
2UA8291Q3R	smgta	SMGSCANTRON	Microsoft Windows 7 Professional	626	8/30/2016 17:21	Hewlett-Packard	HP xw4600 Workstation	AD\indiam	7/23/2008 0:00	8/26/2013 0:00	firefox	Shared		626
C02M7WN2FH00	jfreedma	SMG631AMACLT-1	Mac OS X 10.10.5 (x86_64)		9/2/2016 18:52	"Apple, Inc."	"MacBookPro11,1"		2/19/2014 0:00	2/18/2017 0:00	jfreedma	Primary		
C02M7WN2FH00	jfreedma	SMG631ALT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 13:09	Apple Inc.	"MacBookPro11,1"	AD\jfreedma	2/19/2014 0:00	2/18/2017 0:00	jfreedma	Primary		
37309640453	cbarrett	QST-WL-0066	Microsoft Windows 10 Enterprise x64	340	9/4/2016 8:56	Microsoft Corporation	Surface Pro 2	AD\cbarrett	5/19/2014 0:00	5/18/2015 0:00	cbarrett	Loaner		340
W895205Y8YB	mba	SMG110ALT-1	Microsoft Windows 7 Professional x64	110 A	9/29/2016 9:28	Apple Inc.	"MacBookPro5,2"	AD\mba	12/24/2009 0:00	12/23/2012 0:00	mcsiegel	Shared		110 A
BSZZQF1	smgfedws	SMG520F-2	Microsoft Windows 7 Professional	520 F	10/1/2016 19:20	Dell Inc.	OptiPlex 755	AD\smgfedws	2/26/2008 0:00	2/26/2013 0:00	jmcgill	Shared		520 F
MJPBXNA	asr809	SMG521	Microsoft Windows 7 Professional x64		10/1/2016 18:49	LENOVO	4524AY5	AD\asr809	6/26/2012 0:00	6/25/2016 0:00	shamid	Primary		
2UA8500SY2	peggyw	SMG629-2	Microsoft Windows 7 Enterprise x64		10/1/2016 19:14	Hewlett-Packard	HP xw4600 Workstation	AD\peggyw	12/12/2008 0:00	1/5/2014 0:00	peggyw	Secondary		
MJ762BL	tonikola	QST-WD-0001	Microsoft Windows 7 Professional x64	636A	6/4/2015 10:44	LENOVO	36901K3	AD\tonikola	5/16/2013 0:00	5/15/2017 0:00	gdefronz	Reserve		636A
MJ761YX	mdc	QST-WD-0027	Microsoft Windows 7 Professional x64	636A	7/20/2015 11:27	LENOVO	36901K3	AD\mdc	5/16/2013 0:00	5/15/2017 0:00	gdefronz	Reserve		636A
2UA8291Q3P	smgupodb	QST-WK-0007	Microsoft Windows 7 Professional	102	10/1/2016 18:51	Hewlett-Packard	HP xw4600 Workstation	AD\smgupodb	7/23/2008 0:00	8/26/2013 0:00	normanb	Kiosk		102
C02M6KCTFH00	tsimcoe	SMG641MACLT-1	Mac OS X 10.11.6 (x86_64)		10/1/2016 18:56	"Apple, Inc."	"MacBookPro11,1"		2/7/2014 0:00	2/6/2017 0:00	tsimcoe	Secondary		
PF00SE9K	wsamuels	SMG530LT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 19:37	LENOVO	20B7A05GUS	AD\wsamuels	3/6/2014 0:00	3/5/2018 0:00	wsamuels	Primary		
PF00QWV1	nedrimer	SMG568LT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:08	LENOVO	20ARA05BUS	AD\nedrimer	3/5/2014 0:00	3/4/2018 0:00	nedrimer	Primary		
MJ00ERMW	pstation	QST-WK-0001	Microsoft Windows 10 Enterprise x64	328	10/1/2016 19:49	LENOVO	10A6A03RUS	AD\pstation	3/4/2014 0:00	3/3/2018 0:00	gdefronz	Kiosk		328
MJ00ERMR	jmay1976	QST-WD-0329	Microsoft Windows 7 Professional x64	186A Copy Center	10/1/2016 18:29	LENOVO	10A6A03RUS	AD\jmay1976	3/4/2014 0:00	3/3/2018 0:00	jmay1976	Primary		186A Copy Center
MJ761YY	mdc	QST-WD-0026	Microsoft Windows 7 Professional x64	636A	7/20/2015 11:48	LENOVO	36901K3	AD\mdc	5/16/2013 0:00	5/15/2017 0:00	gdefronz	Reserve		636A
MJ00ERMZ	smgembws	QST-WD-0214	Microsoft Windows 7 Professional x64	422A	10/1/2016 19:39	LENOVO	10A6A03RUS	AD\smgembws	3/4/2014 0:00	3/3/2018 0:00	sharper	Shared		422A
2UA8500SXM	smgdnows	QST-WD-0233	Microsoft Windows 7 Professional	504	10/1/2016 19:33	Hewlett-Packard	HP xw4600 Workstation	AD\smgdnows	12/12/2008 0:00	1/5/2014 0:00	mbda	Shared		504
PK0CP7P	nardizzi	QST-WL-0062	Microsoft Windows 7 Enterprise x64	328	10/1/2016 2:32	LENOVO	2355BE3	AD\nardizzi	8/12/2013 0:00	8/11/2017 0:00	cbarrett	Loaner		328
MJ00G03S	rebitzer	SMG637A-1	Microsoft Windows 7 Enterprise x64	637 A	10/1/2016 18:28	LENOVO	30A2A038US	AD\rebitzer	3/12/2014 0:00	3/11/2018 0:00	rebitzer	Primary		637 A
MJ00ERMX	Administrator	QST-WD-0251	Microsoft Windows 10 Enterprise x64	342	10/1/2016 18:51	LENOVO	10A6A03RUS	.\DSAccount	3/4/2014 0:00	3/3/2018 0:00	gdefronz	Reserve		342
MJ00ERN0	rgriffin	QST-WD-0327	Microsoft Windows 7 Enterprise x64	186A Copy Center	10/1/2016 19:26	LENOVO	10A6A03RUS	AD\rgriffin	3/4/2014 0:00	3/3/2018 0:00	rgriffin	Primary		186A Copy Center
8HB9SF1	sina	SMG618	Microsoft Windows 7 Enterprise x64	618	10/25/2015 10:39	Dell Inc.	OptiPlex 755	AD\sina	3/4/2008 0:00	3/4/2013 0:00	curtisja	Shared		618
2UA8291Q34	harneyb	SMG650A-1	Microsoft Windows 7 Enterprise x64	650 A	6/8/2016 12:00	Hewlett-Packard	HP xw4600 Workstation	AD\harneyb	7/23/2008 0:00	8/26/2013 0:00	sandrak	Shared		650 A
MJYWGX4	smgitsse	QST-WD-0205	Microsoft Windows 10 Enterprise x64	342	10/1/2016 19:19	LENOVO	4524A61	AD\smgitsse	7/2/2011 0:00	7/1/2015 0:00	markks	Shared		342
2UA8500SXT	sandrak	QST-WD-0312	Microsoft Windows 7 Enterprise x64	570	10/1/2016 18:14	Hewlett-Packard	HP xw4600 Workstation	AD\sandrak	12/12/2008 0:00	1/5/2014 0:00	akarpovs	Primary		570
C02MG32XF6T6	Joseph	SMG663MACLT	Mac OS X 10.10.5 (x86_64)	663	10/1/2016 9:28	"Apple, Inc."	"MacBookAir6,2"		3/28/2014 0:00	3/27/2017 0:00	jres	Secondary		663
C02J51UADRVG	mva	SMG649MACLT-1	Mac OS X 10.11.6 (x86_64)		9/21/2016 10:45	"Apple, Inc."	"MacBookAir5,2"		8/2/2012 0:00	8/1/2015 0:00	mva	Secondary		
C02MG1E1F8J4	jrdixon	QST-MD-0128	Mac OS X 10.11.6 (x86_64)		10/1/2016 15:20	"Apple, Inc."	"iMac14,2"		4/24/2014 0:00	4/23/2017 0:00	jrdixon	Primary		
R9PDGK3	fatema1	SMGLOANERLT-18	Microsoft Windows 7 Professional x64	340	6/30/2016 0:05	LENOVO	4243FW3	AD\fatema1	6/11/2012 0:00	6/10/2016 0:00	cbarrett	Loaner		340
2UA8291Q30	buzzlab	SMG143BSR404	Microsoft Windows 7 Professional	404	10/1/2016 19:11	Hewlett-Packard	HP xw4600 Workstation	AD\buzzlab	7/23/2008 0:00	8/26/2013 0:00	ianmash	Shared		404
2UA8291Q3Z	Buzzlab	SMG143BSR402	Microsoft Windows 7 Enterprise x64	402	10/1/2016 19:32	Hewlett-Packard	HP xw4600 Workstation	AD\Buzzlab	7/23/2008 0:00	8/26/2013 0:00	ianmash	Shared		402
2UA8291Q2J	bsr143ws	SMG143BSR403	Microsoft Windows 7 Enterprise x64	403	10/1/2016 19:16	Hewlett-Packard	HP xw4600 Workstation	AD\bsr143ws	7/23/2008 0:00	8/29/2011 0:00	ianmash	Shared		403
2UA8291Q25	sclorkin	SMG143BSR401	Microsoft Windows 7 Enterprise x64	401	9/28/2016 15:09	Hewlett-Packard	HP xw4600 Workstation	AD\sclorkin	7/23/2008 0:00	8/29/2011 0:00	ianmash	Shared		401
PK0CP7R	qstcloud	QST-WL-0046	Microsoft Windows 7 Enterprise x64	340E	8/22/2016 15:23	LENOVO	2355BE3	AD\qstcloud	8/12/2013 0:00	8/11/2017 0:00	cbarrett	Loaner		340E
37171240453	qstcloud	QST-WL-0053	Microsoft Windows 10 Enterprise x64	340	7/6/2016 8:17	Microsoft Corporation	Surface Pro 2	AD\qstcloud	5/19/2014 0:00	5/18/2015 0:00	cbarrett	Loaner		340
PK0CP7N	qstcloud	QST-WL-0047	Microsoft Windows 7 Enterprise x64	340 E	9/8/2016 21:53	LENOVO	2355BE3	AD\qstcloud	8/12/2013 0:00	8/11/2017 0:00	cbarrett	Loaner		340 E
C02MN1S1FH00	pmorriso	SMG627AMACLT-1	Mac OS X 10.11.6 (x86_64)		10/1/2016 11:34	"Apple, Inc."	"MacBookPro11,1"		6/3/2014 0:00	6/2/2017 0:00	pmorriso	Secondary		
MJ00ERMQ	dparker	SMG601-1	Microsoft Windows 7 Professional x64		6/12/2015 11:21	LENOVO	10A6A03RUS	AD\dparker	3/4/2014 0:00	3/3/2018 0:00	dparker	Primary		
R902ECAN	skahn	SMG518CLT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:14	LENOVO	20A8A0A5US	AD\skahn	6/26/2014 0:00	6/26/2017 0:00	skahn	Primary		
5134140253	gdefronz	SMG636ALT-1	Microsoft Windows 8.1 Pro x64		7/4/2016 11:29	Microsoft Corporation	Surface Pro 2	AD\gdefronz	4/10/2014 0:00	4/9/2015 0:00	gdefronz	Secondary		
R902ECAP	fournism	SMG663ALT	Microsoft Windows 7 Enterprise x64		10/1/2016 18:54	LENOVO	20A8A0A5US	AD\fournism	6/18/2014 0:00	6/17/2018 0:00	fournism	Primary		
HH2GYZ1	pcortes	SMG639LT-3	Microsoft Windows 7 Professional x64		9/25/2016 6:46	Dell Inc.	Dell Precision M3800	AD\pcortes	5/5/2014 0:00	5/5/2017 0:00	pcortes	Secondary		
MJ762AD	vany	QST-WD-0028	Microsoft Windows 7 Professional x64	636A	7/20/2015 11:48	LENOVO	36901K3	AD\vany	5/16/2013 0:00	5/15/2017 0:00	gdefronz	Reserve		636A
C02MW308F8J4	mlynd	SMG630CMAC-3	Mac OS X 10.10.5 (x86_64)	630 C	10/1/2016 16:28	"Apple, Inc."	"iMac14,2"		6/20/2014 0:00	6/19/2017 0:00	gdefronz	Shared		630 C
34699442453	ren	SMG655LT-2	Microsoft Windows 8.1 Pro x64	655	10/1/2016 19:55	Microsoft Corporation	Surface Pro 3	AD\ren	9/12/2014 0:00	9/11/2015 0:00	ren	Secondary		655
C02MW30RF8J4	tonychu	SMG630CMAC-4	Mac OS X 10.10.5 (x86_64)	630 C	9/16/2016 1:07	"Apple, Inc."	"iMac14,2"		6/20/2014 0:00	6/19/2017 0:00	gdefronz	Shared		630 C
PF02NFXG	phyll	SMG548DLT	Microsoft Windows 7 Enterprise x64		10/1/2016 19:16	LENOVO	20ARS0DM00	AD\phyll	7/15/2014 0:00	7/14/2018 0:00	phyll	Primary		
R9030HNX	mmacgarv	QST-WL-0219	Microsoft Windows 7 Enterprise x64	Room 518B	10/1/2016 19:35	LENOVO	20A8A0A5US	AD\mmacgarv	7/19/2014 0:00	7/18/2018 0:00	mmacgarv	Secondary		Room 518B
MJPBXNG	johnffox	SMG513-1	Microsoft Windows 7 Enterprise x64	Room 504E	9/19/2016 14:02	LENOVO	4524AY5	AD\johnffox	6/27/2012 0:00	6/26/2016 0:00	camphil	Shared		Room 504E
MJ016NZG	abunnell	QST-WD-0271	Microsoft Windows 7 Enterprise x64	102	10/1/2016 18:08	LENOVO	10AHS05700	AD\abunnell	7/17/2014 0:00	7/16/2018 0:00	mcsiegel	Shared		102
MJ016NZF	Connect	QST-WD-0279	Microsoft Windows 7 Enterprise x64	112 G	10/1/2016 18:51	LENOVO	10AHS05700	AD\connect	7/17/2014 0:00	7/16/2018 0:00	mcsiegel	Shared		112 G
50159142953	jhibbard	QST-WL-0090	Microsoft Windows 10 Enterprise x64	340E	10/1/2016 8:37	Microsoft Corporation	Surface Pro 3	AD\jhibbard	10/17/2014 0:00	10/16/2016 0:00	cbarrett	Loaner		340E
MJ016NZE	Connect	QST-WD-0278	Microsoft Windows 7 Enterprise x64	112G	9/30/2016 14:31	LENOVO	10AHS05700	AD\Connect	7/17/2014 0:00	7/16/2018 0:00	mcsiegel	Shared		112G
MJ01819P	dell	SMG651-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:20	LENOVO	10A6S19F00	AD\dell	8/3/2014 0:00	8/3/2017 0:00	dell	Primary		
LR035QYY	qstcloud	QST-WL-0019	Microsoft Windows 10 Enterprise x64		9/27/2016 11:07	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYA	qstcloud	QST-WL-0017	Microsoft Windows 10 Enterprise x64		9/27/2016 11:11	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYX	qstcloud	QST-WL-0015	Microsoft Windows 10 Enterprise x64		6/7/2016 8:51	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYV	qstcloud	QST-WL-0028	Microsoft Windows 10 Enterprise x64		9/27/2016 11:17	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYW	qstcloud	QST-WL-0032	Microsoft Windows 10 Enterprise x64		6/15/2016 7:20	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		
LR035QZ2	qstcloud	QST-WL-0063	Microsoft Windows 10 Enterprise x64	340 E	9/27/2016 11:08	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340 E
LR035QYG	qstcloud	QST-WL-0030	Microsoft Windows 10 Enterprise x64	340 E	7/28/2016 9:39	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340 E
LR035QZ3	qstcloud	QST-WL-0027	Microsoft Windows 10 Enterprise x64		6/7/2016 10:02	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYC	qstcloud	QST-WL-0012	Microsoft Windows 10 Enterprise x64		9/27/2016 11:07	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR03JSBG	smgcloud	SMGLOANERLT-77	Microsoft Windows 7 Enterprise x64	340	9/21/2015 22:26	LENOVO	20DAS0QK00	AD\smgcloud	8/17/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340
LR035QYR	qstcloud	QST-WL-0031	Microsoft Windows 10 Enterprise x64		6/7/2016 14:06	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYF	qstcloud	QST-WL-0033	Microsoft Windows 10 Enterprise x64		6/7/2016 14:07	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYZ	qstcloud	QST-WL-0018	Microsoft Windows 10 Enterprise x64		9/27/2016 11:06	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYL	qstcloud	QST-WL-0016	Microsoft Windows 10 Enterprise x64		6/7/2016 8:45	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYD	qstcloud	QST-WL-0013	Microsoft Windows 10 Enterprise x64		9/27/2016 11:04	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYB	qstcloud	QST-WL-0065	Microsoft Windows 10 Enterprise x64	340 E	9/27/2016 11:04	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340 E
LR035QYQ	qstcloud	QST-WL-0014	Microsoft Windows 10 Enterprise x64		9/27/2016 11:21	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QZ0	qstcloud	QST-WL-0034	Microsoft Windows 10 Enterprise x64		6/8/2016 7:30	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYJ	qstcloud	QST-WL-0009	Microsoft Windows 10 Enterprise x64		9/27/2016 11:06	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QZ1	qstcloud	QST-WL-0008	Microsoft Windows 10 Enterprise x64		9/27/2016 11:04	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Shared		
LR035QY9	qstcloud	QST-WL-0029	Microsoft Windows 10 Enterprise x64		6/7/2016 11:14	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR035QYN	qstcloud	QST-WL-0025	Microsoft Windows 10 Enterprise x64		9/27/2016 11:07	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
MJ01B595	aperezor	SMG524-1	Microsoft Windows 7 Professional x64		4/8/2016 17:26	LENOVO	10A6S07J00	AD\aperezor	8/14/2014 0:00	8/13/2018 0:00	aperezor	Primary		
	smgkiosk	QST-WK-0005	Microsoft Windows 7 Professional	427	10/1/2016 18:22	Intel	D33217GK	AD\smgkiosk	11/30/-001 00:00:00	11/30/-001 00:00:00	gdefronz	Kiosk		427
MJ01AHSS	elmort	QST-WD-0109	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:42	LENOVO	30AJS03T00	AD\elmort	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
MJ01AHSU	hhall	QST-WD-0106	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:03	LENOVO	30AJS03T00	AD\xinzchen	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
MJ01AHSQ	dlesser	QST-WD-0107	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:21	LENOVO	30AJS03T00	AD\nianli	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
MJ01AHSP	earthur	QST-WD-0110	Microsoft Windows 7 Enterprise x64	427	10/1/2016 19:57	LENOVO	30AJS03T00	AD\yterry	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
MJ01AHSR	ltd	QST-WD-0108	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:54	LENOVO	30AJS03T00	AD\ltd	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
MJ01AHST	elnazk	QST-WD-0105	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:55	LENOVO	30AJS03T00	AD\elnazk	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
D25FR00NDHJW	venkat	SMG614A-2	Mac macOS 10.12 (x86_64)		10/1/2016 18:30	"Apple, Inc."	"iMac12,2"		5/23/2011 0:00	5/22/2014 0:00	venkat	Primary		
C02MT3YQF8J4	wx	QST-MD-0002	Mac OS X 10.11.6 (x86_64)	427	10/1/2016 17:25	"Apple, Inc."	"iMac14,2"		7/21/2014 0:00	7/20/2017 0:00	gdefronz	Computer Lab		427
MJ01AH6C	rtrudel	SMG658B-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:20	LENOVO	30AJS03U00	AD\rtrudel	8/28/2014 0:00	8/28/2017 0:00	rtrudel	Primary		
MJ01AHSV	kgerard	QST-WD-0111	Microsoft Windows 7 Enterprise x64	427	10/1/2016 18:20	LENOVO	30AJS03T00	AD\nianli	8/25/2014 0:00	8/25/2017 0:00	gdefronz	Computer Lab		427
LR035QY8	qstcloud	QST-WL-0044	Microsoft Windows 10 Enterprise x64		9/27/2016 11:13	LENOVO	20DAS07N00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
PC001AGG	kduroche	SMG508CLT	Microsoft Windows 7 Enterprise x64		9/29/2016 21:47	LENOVO	20ARS0DM00	AD\kduroche	8/15/2014 0:00	8/14/2018 0:00	kduroche	Primary		
59144542853	jheineke	SMG669ALT-1	Microsoft Windows 8.1 Pro x64		5/22/2016 15:40	Microsoft Corporation	Surface Pro 3	AD\jheineke	11/14/2014 0:00	11/13/2015 0:00	jheineke	Secondary		
D25FN0N3DHJV	cbarrett	QST-MD-0113	Mac OS X 10.11.3 (x86_64)	333	6/8/2016 12:29	"Apple, Inc."	"iMac12,2"		5/6/2011 0:00	5/5/2014 0:00	cbarrett	Shared		333
C02NJ0BEG5RP	emsull	SMG132MACLT-1	Mac OS X 10.11 (x86_64)		10/28/2015 11:46	"Apple, Inc."	"MacBookAir6,2"		10/8/2014 0:00	10/7/2017 0:00	emsull	Primary		
C02HF3RVDHJP	kesslerr	SMG630DMAC	Mac OS X 10.11.6 (x86_64)		10/1/2016 16:25	"Apple, Inc."	"iMac12,2"		5/21/2012 0:00	5/20/2015 0:00	kesslerr	Primary		
LR1H5MT	qstcloud	SMGLOANERLT-4	Microsoft Windows 7 Enterprise x64	340	9/30/2016 15:36	LENOVO	05962RU	AD\qstcloud	11/30/2011 0:00	11/29/2012 0:00	cbarrett	Loaner		340
R9YKKK4	qstcloud	QST-WL-0048	Microsoft Windows 7 Enterprise x64	340 E	9/29/2016 14:04	LENOVO	2355BE3	AD\qstcloud	5/10/2013 0:00	5/9/2017 0:00	cbarrett	Loaner		340 E
R9F3T1L	mba	QST-WL-0208	Microsoft Windows 7 Enterprise x64	110	6/25/2015 15:10	LENOVO	4291G96	AD\mba	7/29/2011 0:00	8/7/2015 0:00	mcsiegel	Shared		110
MJ762CV	Susilo2	QST-WD-0307	Microsoft Windows 7 Enterprise x64	515C	10/1/2016 18:20	LENOVO	36901K3	AD\Susilo2	5/16/2013 0:00	5/15/2017 0:00	hartman1	Shared		515C
MJAXBLD	cmplayer	53BSR-FrontDesk	Microsoft Windows 7 Enterprise x64		10/1/2016 19:13	LENOVO	4524A61	AD\cmplayer	8/16/2011 0:00	8/25/2015 0:00	mmanolis	Shared		
MJ01UR8D	connect	QST-WD-0277	Microsoft Windows 7 Professional x64	112 F	10/1/2016 19:37	LENOVO	10A6S1J000	AD\connect	12/12/2014 0:00	12/11/2018 0:00	mcsiegel	Shared		112 F
MJ01UR8C	connect	QST-WD-0280	Microsoft Windows 7 Professional x64	112 G	10/1/2016 18:55	LENOVO	10A6S1J000	AD\connect	12/12/2014 0:00	12/11/2018 0:00	mcsiegel	Shared		112 G
54029354-0003799	blubin	SMG616ALT-1	Microsoft Windows 7 Professional x64		6/9/2016 17:38	Sony Corporation	VPCZ1290X	AD\blubin	11/30/-001 00:00:00	11/30/-001 00:00:00	blubin	Secondary		
R90C2A8R	kjparker	SMG515FLT	Microsoft Windows 7 Enterprise x64		9/30/2016 13:01	LENOVO	20BFS0P200	AD\kjparker	12/21/2014 0:00	12/20/2018 0:00	kjparker	Primary		
MJWZXE5	johnfox	SMG633A	Microsoft Windows 7 Enterprise x64	633A	8/17/2015 15:38	LENOVO	4524A61	AD\johnfox	6/6/2011 0:00	6/15/2015 0:00	jalipuma	Shared		633A
CNU1472KLV	mpaeglow	SMG506FLT-2	Microsoft Windows 7 Professional		7/25/2016 22:25	Hewlett-Packard	HP EliteBook 8760w	AD\mpaeglow	11/28/2011 0:00	1/1/2015 0:00	mpaeglow	Secondary		
2CE8501GHL	kirby	SMG526LT	Microsoft Windows 7 Professional	526	4/10/2015 9:05	Hewlett-Packard	HP EliteBook 6930p	AD\kirby	1/7/2009 0:00	1/7/2012 0:00	kirby	Reserve		526
PK0P9VG	qstblab	QST-BSR-WL-0002	Microsoft Windows 7 Enterprise x64	143 Bay  State Road - Basement	10/1/2016 19:13	LENOVO	2355BE3	AD\qstblab	8/27/2013 0:00	8/26/2017 0:00	gdefronz	Computer Lab		143 Bay  State Road - Basement
