Bios Serial Number	User	Name	Os Name	Asset Notes	Last Inventory	Cs Manufacturer	Cs Model	Last User	Warranty Start	Warranty End	Assigned To	Function	Floor	Room
To be filled by O.E.M.	smgkiosk	QST-WK-0006	Microsoft Windows 7 Professional x64	Atrium	10/1/2016 18:06	ARBOR	ITX-i77M0	AD\smgkiosk	11/30/-001 00:00:00	11/30/-001 00:00:00	gdefronz	Kiosk		Atrium
R90F6LL1	rcpandey	SMG650LT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 18:39	LENOVO	20A8S2PA00	AD\rcpandey	2/15/2015 0:00	2/14/2019 0:00	rcpandey	Primary		
LR1H3KZ	qstcloud	SMG326LT-38	Microsoft Windows 7 Professional x64	340 E	8/19/2016 12:36	LENOVO	05962RU	AD\qstcloud	11/30/2011 0:00	11/29/2012 0:00	cbarrett	Loaner		340 E
88277344953	kcurley	SMG612LT-2	Microsoft Windows 8.1 Pro x64		7/31/2016 5:57	Microsoft Corporation	Surface Pro 3	AD\kcurley	3/10/2015 0:00	3/9/2016 0:00	kcurley	Secondary		
R9FFK31	abcohen	QST-WL-0116	Microsoft Windows 7 Professional x64	210	9/9/2015 18:41	LENOVO	4243C13	AD\abcohen	8/25/2011 0:00	8/24/2015 0:00	abcohen	Shared		210
	jccs	SMG641ALT-1	Microsoft Windows 8.1 Pro x64		9/6/2016 12:24	OEMC	O_E_M_C_	AD\jccs	12/2/2014 0:00	12/1/2015 0:00	jccs	Secondary		
LR035QYU	qstcloud	QST-WL-0011	Microsoft Windows 10 Enterprise x64		9/27/2016 11:06	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
MJ00ERMS	cockburn	SMG645A	Microsoft Windows 7 Professional x64		10/1/2016 18:56	LENOVO	10A6A03RUS	AD\cockburn	3/4/2014 0:00	3/3/2018 0:00	cockburn	Primary		
W80344H8DB6	utopia	SMG658A-1	Microsoft Windows 7 Professional		6/26/2015 14:08	Apple Inc.	"iMac11,3"	SMG658A-1\utopia	11/4/2010 0:00	11/3/2013 0:00	somahony	Secondary		
R9YKKK5	qstcloud	QST-WL-0068	Microsoft Windows 7 Enterprise x64	340	9/20/2016 10:20	LENOVO	2355BE3	AD\qstcloud	5/10/2013 0:00	5/9/2017 0:00	cbarrett	Loaner		340
MJ19TYY	pstation	QST-WK-0003	Microsoft Windows 10 Enterprise x64	328	10/1/2016 19:57	LENOVO	3212BJ7	AD\pstation	11/29/2013 0:00	11/28/2017 0:00	gdefronz	Kiosk		328
R90FQLE4	guinther	SMG638LT-1	Microsoft Windows 7 Enterprise x64	638	9/30/2016 15:04	LENOVO	20A8S2PA00	AD\guinther	4/14/2015 0:00	4/13/2019 0:00	guinther	Secondary		638
LR03JSBM	smgcloud	SMGLOANERLT-61	Microsoft Windows 7 Enterprise x64	340	11/29/2015 21:49	LENOVO	20DAS0QK00	AD\smgcloud	3/31/2015 0:00	4/9/2018 0:00	cbarrett	Loaner		340
LR03JSBJ	qstcloud	QST-WL-0045	Microsoft Windows 10 Enterprise x64		9/27/2016 11:10	LENOVO	20DAS0QK00	AD\qstcloud	8/17/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR03JSBW	qstcloud	QST-WL-0003	Microsoft Windows 10 Enterprise x64		9/27/2016 11:12	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBD	qstcloud	QST-WL-0020	Microsoft Windows 10 Enterprise x64		9/27/2016 11:06	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBT	qstcloud	QST-WL-0039	Microsoft Windows 10 Enterprise x64		6/8/2016 7:59	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBN	qstcloud	QST-WL-0040	Microsoft Windows 10 Enterprise x64	340 E	9/27/2016 11:37	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	cbarrett	Loaner		340 E
LR03JSBP	qstcloud	QST-WL-0041	Microsoft Windows 10 Enterprise x64		9/27/2016 11:11	LENOVO	20DAS0QK00	AD\qstcloud	3/31/2015 0:00	4/9/2018 0:00	gdefronz	Loaner		
LR03JSBQ	qstcloud	QST-WL-0054	Microsoft Windows 10 Enterprise x64	340	9/27/2016 11:17	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	cbarrett	Loaner		340
LR03JSBK	qstcloud	QST-WL-0001	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:10	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		340E
LR03JSBH	qstcloud	QST-WL-0037	Microsoft Windows 10 Enterprise x64		6/8/2016 7:55	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBR	qstcloud	QST-WL-0024	Microsoft Windows 10 Enterprise x64		9/27/2016 11:14	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
PC04Q7AA	arthurcb	QST-WL-0201	Microsoft Windows 7 Enterprise x64		6/18/2016 19:07	LENOVO	20CLS0B800	AD\arthurcb	4/29/2015 0:00	4/28/2019 0:00	lbaird	Secondary		
LR03JSBV	qstcloud	QST-WL-0006	Microsoft Windows 10 Enterprise x64		9/27/2016 11:14	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBL	qstcloud	QST-WL-0005	Microsoft Windows 10 Enterprise x64		9/27/2016 11:17	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBE	qstcloud	QST-WL-0023	Microsoft Windows 10 Enterprise x64		9/27/2016 11:11	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBS	qstcloud	QST-WL-0007	Microsoft Windows 10 Enterprise x64		9/27/2016 11:07	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR03JSBF	qstcloud	QST-WL-0004	Microsoft Windows 10 Enterprise x64		9/27/2016 11:09	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
LR035QYP	qstcloud	QST-WL-0038	Microsoft Windows 10 Enterprise x64		6/8/2016 8:04	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
LR03JSBU	qstcloud	QST-WL-0021	Microsoft Windows 10 Enterprise x64		9/27/2016 11:08	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
MJWZXD6	rgrueter	QST-WD-0112	Microsoft Windows 7 Enterprise x64	518K	10/1/2016 18:41	LENOVO	4524A61	AD\rgrueter	6/16/2011 0:00	6/15/2015 0:00	wsamuels	Secondary		518K
LR035QYK	qstcloud	QST-WL-0036	Microsoft Windows 10 Enterprise x64		6/8/2016 8:07	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		
MJ02DGW2	rsingh97	QST-WD-0001	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:40	LENOVO	10AAS48H00	AD\linmin	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJZRBCY	bsr143ws	QST-WD-0209	Microsoft Windows 7 Enterprise x64	143 BSR	10/1/2016 18:30	LENOVO	3212BJ7	AD\bsr143ws	1/12/2013 0:00	1/11/2017 0:00	ianmash	Loaner	3rd floor	143 BSR
LR03JSBY	qstcloud	QST-WL-0002	Microsoft Windows 10 Enterprise x64		9/27/2016 11:13	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	gdefronz	Loaner		
R9Z1EZN	jepost	SMG634ALT-1	Microsoft Windows 7 Enterprise x64		10/1/2016 16:01	LENOVO	2355BE3	AD\jepost	6/1/2013 0:00	5/31/2017 0:00				
R90G4TVX	cjmeier	QST-WL-0203	Microsoft Windows 7 Enterprise x64		10/1/2016 13:41	LENOVO	20BTS2BL00	AD\cjmeier	6/4/2015 0:00	6/3/2019 0:00	cjmeier	Primary		
PC05G2ZP	davweil	QST-WL-0206	Microsoft Windows 7 Enterprise x64		9/29/2016 23:43	LENOVO	20BWS2CS00	AD\davweil	6/8/2015 0:00	6/7/2019 0:00	davweil	Primary		
C1MPV9TFG944	rebitzer	QST-ML-0210	Mac OS X 10.10.5 (x86_64)	637 A	10/1/2016 19:09	"Apple, Inc."	"MacBookAir7,2"		6/16/2015 0:00	6/15/2018 0:00	rebitzer	Secondary		637 A
MJ02NSEJ	questromexec	QST-WD-0188	Microsoft Windows 10 Enterprise x64	418	9/30/2016 8:50	LENOVO	10AAS4GE00	AD\questromexec	6/20/2015 0:00	6/19/2019 0:00	gdefronz	Shared		418
MJ02NSEE	questromexec	QST-WD-0186	Microsoft Windows 10 Enterprise x64	418	10/1/2016 19:35	LENOVO	10AAS4GE00	AD\questromexec	6/20/2015 0:00	6/19/2019 0:00	gdefronz	Shared		418
C2VF95KNDH2H	qstcloud	QST-ML-0001	Mac OS X 10.11.5 (x86_64)	340 E	6/9/2016 13:02	"Apple, Inc."	"MacBookPro8,1"		2/28/2011 0:00	2/27/2014 0:00	cbarrett	Loaner		340 E
MJ02NSEH	questromexec	QST-WD-0184	Microsoft Windows 10 Enterprise x64	418	10/1/2016 19:34	LENOVO	10AAS4GE00	AD\questromexec	6/20/2015 0:00	6/19/2019 0:00	gdefronz	Shared		418
MJ02NSED	questromexec	QST-WD-0183	Microsoft Windows 10 Enterprise x64	418	10/1/2016 19:47	LENOVO	10AAS4GE00	AD\questromexec	6/20/2015 0:00	6/19/2019 0:00	gdefronz	Shared		418
MJ02NSEF	questromexec	QST-WD-0187	Microsoft Windows 10 Enterprise x64	418	10/1/2016 19:47	LENOVO	10AAS4GE00	AD\questromexec	6/21/2015 0:00	6/20/2019 0:00	gdefronz	Shared		418
PC05YS80	jkirks	QST-WL-0209	Microsoft Windows 7 Enterprise x64	620A	10/1/2016 18:22	LENOVO	20BWS2CS00	AD\jkirks	6/21/2015 0:00	6/20/2019 0:00	jkirks	Primary		620A
LR035QYS	qstcloud	QST-WL-0042	Microsoft Windows 10 Enterprise x64	340E	9/27/2016 11:03	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		340E
LR035QYH	qstcloud	QST-WL-0010	Microsoft Windows 10 Enterprise x64	340 E	9/27/2016 11:10	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340 E
C02HF3XLDHJP	guinther	QST-MD-0107	Mac OS X 10.11.6 (x86_64)	638A	10/1/2016 19:47	"Apple, Inc."	"iMac12,2"		5/21/2012 0:00	5/20/2015 0:00	bdupee	Shared		638A
R90GFEPP	pdmarton	QST-WL-0211	Microsoft Windows 7 Enterprise x64	143 BSR Room 502	10/1/2016 15:26	LENOVO	20BTS2BL00	AD\pdmarton	6/30/2015 0:00	6/29/2019 0:00	pdmarton			143 BSR Room 502
R90GFQ06	psteinbu	QST-WL-0213	Microsoft Windows 7 Enterprise x64	551	9/30/2016 15:41	LENOVO	20BTS2BL00	AD\psteinbu	6/30/2015 0:00	6/29/2019 0:00	psteinbu	Primary		551
MJ02DGWE	smr95	QST-WD-0002	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:16	LENOVO	10AAS48H00	AD\khiroe	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWS	minnat	QST-WD-0003	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:24	LENOVO	10AAS48H00	AD\pspecora	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWN	bjhong	QST-WD-0004	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:28	LENOVO	10AAS48H00	AD\bjhong	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWM	crgamboa	QST-WD-0006	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:20	LENOVO	10AAS48H00	AD\crgamboa	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWP	minnat	QST-WD-0005	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:14	LENOVO	10AAS48H00	AD\minnat	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWD	xq33	QST-WD-0014	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:41	LENOVO	10AAS48H00	AD\indiam	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWH	cchen19	QST-WD-0011	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:20	LENOVO	10AAS48H00	AD\jcbanos	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW5	koletsou	QST-WD-0008	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:27	LENOVO	10AAS48H00	AD\dawntl	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW8	villero	QST-WD-0009	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:16	LENOVO	10AAS48H00	AD\villero	4/16/2015 0:00	4/15/2015 0:00	gdefronz	Computer Lab		328
MJ02DGWR	xiaohang	QST-WD-0015	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:57	LENOVO	10AAS48H00	AD\rbmeyers	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWU	nolleber	QST-WD-0016	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:15	LENOVO	10AAS48H00	AD\rbmeyers	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWX	mwrubel	QST-WD-0030	Microsoft Windows 7 Enterprise x64	328	10/1/2016 14:16	LENOVO	10AAS48H00	AD\mdooe	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWA	mdooe	QST-WD-0012	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:42	LENOVO	10AAS48H00	AD\mdooe	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWF	lwz7	QST-WD-0010	Microsoft Windows 7 Enterprise x64	328	10/1/2016 20:00	LENOVO	10AAS48H00	AD\lwz7	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW9	njohari	QST-WD-0013	Microsoft Windows 7 Enterprise x64	328	9/29/2016 10:59	LENOVO	10AAS48H00	AD\njohari	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWK	villero	QST-WD-0007	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:20	LENOVO	10AAS48H00	AD\villero	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWB	michald	QST-WD-0018	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:13	LENOVO	10AAS48H00	AD\jdn225	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW6	alejo4	QST-WD-0019	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:10	LENOVO	10AAS48H00	AD\nec7	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWQ	suzi911	QST-WD-0020	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:41	LENOVO	10AAS48H00	AD\sraghib	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW4	lzy	QST-WD-0021	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:12	LENOVO	10AAS48H00	AD\junyanhe	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW7	nsong	QST-WD-0022	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:16	LENOVO	10AAS48H00	AD\wcy	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWJ	rsingh97	QST-WD-0027	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:17	LENOVO	10AAS48H00	AD\rsingh97	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWT	kvliu	QST-WD-0023	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:22	LENOVO	10AAS48H00	AD\yiwenl	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWW	afreed01	QST-WD-0026	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:07	LENOVO	10AAS48H00	AD\afreed01	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW3	stotwani	QST-WD-0028	Microsoft Windows 7 Enterprise x64	328	10/1/2016 18:54	LENOVO	10AAS48H00	AD\stotwani	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWG	mcvijic	QST-WD-0029	Microsoft Windows 7 Enterprise x64	328	2/10/2016 19:59	LENOVO	10AAS48H00	AD\mkaschak	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWC	cooper96	QST-WD-0024	Microsoft Windows 7 Enterprise x64	328	10/1/2016 20:00	LENOVO	10AAS48H00	AD\rothc	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWV	pohlmann	QST-WD-0025	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:59	LENOVO	10AAS48H00	AD\jeffchen	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
PC06C7GA	normanb	QST-WL-0220	Microsoft Windows 7 Enterprise x64	102A	10/1/2016 19:19	LENOVO	20BWS2SS00	AD\normanb	7/15/2015 0:00	7/14/2019 0:00	normanb	Primary		102A
R90GN95B	abcohen	QST-WL-0230	Microsoft Windows 7 Enterprise x64	210	10/1/2016 12:52	LENOVO	20BFS4EA00	AD\abcohen	7/21/2015 0:00	7/20/2019 0:00	abcohen	Secondary		210
R90GHPTE	eriedl	QST-WL-0231	Microsoft Windows 7 Enterprise x64	522F	10/1/2016 16:03	LENOVO	20BFS4JM00	AD\eriedl	7/16/2015 0:00	7/15/2019 0:00	eriedl	Primary		522F
PC06C7GH	zarotney	QST-WL-0235	Microsoft Windows 7 Enterprise x64	521	10/1/2016 18:18	LENOVO	20BWS2SS00	AD\zarotney	7/15/2015 0:00	7/14/2019 0:00	zarotney	Primary		521
C02Q625PFVH8	amembo	QST-ML-0221	Mac OS X 10.10.5 (x86_64)	635	9/29/2016 9:27	"Apple, Inc."	"MacBookPro12,1"		8/7/2015 0:00	8/6/2018 0:00	carlile	Secondary		635
R90GV8X0	rcovino	QST-WL-0238	Microsoft Windows 7 Enterprise x64	616	10/1/2016 18:27	LENOVO	20BFS4EA00	AD\rcovino	8/12/2015 0:00	8/11/2019 0:00	rcovino	Secondary		616
MJ02DGWY	qstla	QST-328-SPARE	Microsoft Windows 7 Enterprise x64	328	4/19/2016 1:29	LENOVO	10AAS48H00	AD\qstla	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Spare		328
MJ02DGWL	hongww	QST-WD-0017	Microsoft Windows 7 Enterprise x64	328	10/1/2016 19:59	LENOVO	10AAS48H00	AD\rbmeyers	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJTMZGV	pstation	QST-WK-0002	Microsoft Windows 10 Enterprise x64	328	10/1/2016 18:28	LENOVO	3212AV7	AD\pstation	9/8/2012 0:00	9/7/2016 0:00	gdefronz	Kiosk		328
8170554053	mpaeglow	QST-WL-0251	Microsoft Windows 10 Pro x64	504F	9/5/2016 15:46	Microsoft Corporation	Surface Pro 4	AD\mpaeglow	3/4/2016 0:00	3/2/2020 0:00	mpaeglow	Secondary		504F
MJ03BGRF	nosman	QST-WD-0040	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:30	LENOVO	10AAS48H00	AD\nosman	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR3	cameronc	QST-WD-0041	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:59	LENOVO	10AAS48H00	AD\telsey	12/8/2015 0:00	12/5/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRP	rbaird8	QST-WD-0042	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:56	LENOVO	10AAS48H00	AD\rbaird8	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRB	mrisamin	QST-WD-0043	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:30	LENOVO	10AAS48H00	AD\mrisamin	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR9	seaholm	QST-WD-0044	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:27	LENOVO	10AAS48H00	AD\seaholm	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRT	hhchiang	QST-WD-0045	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:20	LENOVO	10AAS48H00	AD\dnkgly	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGS2	pegan	QST-WD-0046	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:55	LENOVO	10AAS48H00	AD\pegan	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRY	hyhung	QST-WD-0047	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:19	LENOVO	10AAS48H00	AD\ergeta	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQZ	tsliter	QST-WD-0048	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:07	LENOVO	10AAS48H00	AD\adrianae	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRH	msimko	QST-WD-0049	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:41	LENOVO	10AAS48H00	AD\msimko	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRN	bockroyc	QST-WD-0050	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:59	LENOVO	10AAS48H00	AD\bockroyc	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRX	vryakala	QST-WD-0068	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:32	LENOVO	10AAS48H00	AD\vryakala	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRM	bmarks	QST-WD-0051	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:17	LENOVO	10AAS48H00	AD\bmarks	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRQ	rlliao	QST-WD-0054	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:27	LENOVO	10AAS48H00	AD\mlorello	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQY	paulyap	QST-WD-0052	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:53	LENOVO	10AAS48H00	AD\ichieff	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRE	pplopez	QST-WD-0067	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:18	LENOVO	10AAS48H00	AD\pplopez	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR5	abwaters	QST-WD-0053	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:18	LENOVO	10AAS48H00	AD\dnkgly	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRG	aric	QST-WD-0066	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:59	LENOVO	10AAS48H00	AD\mqiu	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQU	anuragp1	QST-WD-0055	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:10	LENOVO	10AAS48H00	AD\anuragp1	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRR	mdp341	QST-WD-0065	Microsoft Windows 7 Enterprise x64	314	10/1/2016 20:00	LENOVO	10AAS48H00	AD\mpaeglow	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRD	zijian	QST-WD-0056	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:55	LENOVO	10AAS48H00	AD\mqiu	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRU	rgrama	QST-WD-0064	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:45	LENOVO	10AAS48H00	AD\rgrama	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRS	ayellis	QST-WD-0057	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:59	LENOVO	10AAS48H00	AD\dmei3010	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRJ	mieko	QST-WD-0058	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:44	LENOVO	10AAS48H00	AD\tckohans	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRC	ljseton	QST-WD-0069	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:53	LENOVO	10AAS48H00	AD\ljseton	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR8	amendez	QST-WD-0059	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:55	LENOVO	10AAS48H00	AD\amendez	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR2	marbonie	QST-WD-0063	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:19	LENOVO	10AAS48H00	AD\wqliao	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR1	cesser	QST-WD-0062	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:18	LENOVO	10AAS48H00	AD\prosylar	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRZ	achabot	QST-WD-0060	Microsoft Windows 7 Enterprise x64	314	10/1/2016 19:36	LENOVO	10AAS48H00	AD\mam	12/8/2019 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQV	singhjas	QST-WD-0061	Microsoft Windows 7 Enterprise x64	314	10/1/2016 18:10	LENOVO	10AAS48H00	AD\edweck	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRL	johnt3	QST-WD-0127	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 19:58	LENOVO	10AAS48H00	AD\johnt3	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGS1	beizhu09	QST-WD-0121	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 15:36	LENOVO	10AAS48H00	AD\beizhu09	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGRV	kazimov	QST-WD-0120	Microsoft Windows 7 Enterprise x64	402A	10/1/2016 18:12	LENOVO	10AAS48H00	AD\kazimov	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
