Bios Serial Number	User	Name	Os Name	Asset Notes	Last Inventory	Cs Manufacturer	Cs Model	Last User	Warranty Start	Warranty End	Assigned To	Function	Floor	Room
C02HF3XLDHJP	bdupee	QST-MD-0107	Mac OS X 10.11.4 (x86_64)	638A	4/5/2016 0:44	"Apple, Inc."	"iMac12,2"		5/21/2012 0:00	5/20/2015 0:00	bdupee	Shared		638A
R90GFEPP	pdmarton	QST-WL-0211	Microsoft Windows 7 Enterprise x64	143 BSR Room 502	5/28/2016 9:02	LENOVO	20BTS2BL00	AD\pdmarton	6/30/2015 0:00	6/29/2019 0:00	pdmarton			143 BSR Room 502
R90GFQ06	psteinbu	QST-WL-0213	Microsoft Windows 7 Enterprise x64	551	5/11/2016 19:11	LENOVO	20BTS2BL00	AD\psteinbu	6/30/2015 0:00	6/29/2019 0:00	psteinbu	Primary		551
MJ02DGWE	haphan	QST-WD-0002	Microsoft Windows 7 Enterprise x64	328	5/19/2016 1:44	LENOVO	10AAS48H00	AD\xsiqi	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWS	mslai	QST-WD-0003	Microsoft Windows 7 Enterprise x64	328	4/21/2016 0:13	LENOVO	10AAS48H00	AD\mslai	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWN	kcraw	QST-WD-0004	Microsoft Windows 7 Enterprise x64	328	4/14/2016 1:05	LENOVO	10AAS48H00	AD\bygao	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWM	caung	QST-WD-0006	Microsoft Windows 7 Enterprise x64	328	5/28/2016 18:34	LENOVO	10AAS48H00	AD\cissie	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWP	mujeebm	QST-WD-0005	Microsoft Windows 7 Enterprise x64	328	4/4/2016 0:25	LENOVO	10AAS48H00	AD\rupinski	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWD	hujz	QST-WD-0014	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:30	LENOVO	10AAS48H00	AD\hujz	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWH	sidneyt	QST-WD-0011	Microsoft Windows 7 Enterprise x64	328	5/24/2016 1:42	LENOVO	10AAS48H00	AD\urjal	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW5	nellyn	QST-WD-0008	Microsoft Windows 7 Enterprise x64	328	4/8/2016 1:24	LENOVO	10AAS48H00	AD\jimfan	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW8	simonhsu	QST-WD-0009	Microsoft Windows 7 Enterprise x64	328	4/8/2016 1:44	LENOVO	10AAS48H00	AD\simonhsu	4/16/2015 0:00	4/15/2015 0:00	gdefronz	Computer Lab		328
MJ02DGWR	xiaoji	QST-WD-0015	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:11	LENOVO	10AAS48H00	AD\alperinj	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWU	youfg	QST-WD-0016	Microsoft Windows 7 Enterprise x64	328	4/5/2016 1:12	LENOVO	10AAS48H00	AD\youfg	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWX	abfong	QST-WD-0030	Microsoft Windows 7 Enterprise x64	328	4/5/2016 17:13	LENOVO	10AAS48H00	AD\abfong	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWA	mdibasco	QST-WD-0012	Microsoft Windows 7 Enterprise x64	328	4/4/2016 0:26	LENOVO	10AAS48H00	AD\mdibasco	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWF	wtong	QST-WD-0010	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:09	LENOVO	10AAS48H00	AD\mjyjenny	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW9	jbfrey	QST-WD-0013	Microsoft Windows 7 Enterprise x64	328	5/25/2016 15:56	LENOVO	10AAS48H00	AD\mrolston	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWK	dgsugi	QST-WD-0007	Microsoft Windows 7 Enterprise x64	328	4/15/2016 1:30	LENOVO	10AAS48H00	AD\krystalg	4/17/2015 0:00	4/16/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWB	xsiqi	QST-WD-0018	Microsoft Windows 7 Enterprise x64	328	5/28/2016 18:47	LENOVO	10AAS48H00	AD\xsiqi	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW6	doriswu	QST-WD-0019	Microsoft Windows 7 Enterprise x64	328	5/28/2016 18:36	LENOVO	10AAS48H00	AD\ikarlina	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
C02Q20FBGFWK	pcosway	qst-ml-0215	Mac OS X 10.11.5 (x86_64)		5/28/2016 14:39	"Apple, Inc."	"MacBookAir7,1"		7/9/2015 0:00	7/8/2018 0:00	pcosway	Primary		
MJ02DGWQ	kosaria	QST-WD-0020	Microsoft Windows 7 Enterprise x64	328	4/21/2016 0:13	LENOVO	10AAS48H00	AD\ksc0748	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW4	jbfrey	QST-WD-0021	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:06	LENOVO	10AAS48H00	AD\jbfrey	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW7	qstla	QST-WD-0022	Microsoft Windows 7 Enterprise x64	328	5/28/2016 18:59	LENOVO	10AAS48H00	AD\wcy	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWJ	aquan123	QST-WD-0027	Microsoft Windows 7 Enterprise x64	328	4/8/2016 1:55	LENOVO	10AAS48H00	AD\aquan123	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWT	jplau	QST-WD-0023	Microsoft Windows 7 Enterprise x64	328	4/4/2016 0:24	LENOVO	10AAS48H00	AD\anhn95	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWW	wolfyin7	QST-WD-0026	Microsoft Windows 7 Enterprise x64	328	5/12/2016 1:12	LENOVO	10AAS48H00	AD\sjmm	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGW3	lyeap16	QST-WD-0028	Microsoft Windows 7 Enterprise x64	328	5/28/2016 18:43	LENOVO	10AAS48H00	AD\alexvong	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWG	mcvijic	QST-WD-0029	Microsoft Windows 7 Enterprise x64	328	2/10/2016 19:59	LENOVO	10AAS48H00	AD\mkaschak	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWC	xqin	QST-WD-0024	Microsoft Windows 7 Enterprise x64	328	5/12/2016 1:14	LENOVO	10AAS48H00	AD\xqin	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
MJ02DGWV	qstla	QST-WD-0025	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:30	LENOVO	10AAS48H00	AD\qstla	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
C1MQ31RXG944	sjgrant	qst-ml-0216	Mac OS X 10.11.4 (x86_64)	666	5/28/2016 17:33	"Apple, Inc."	"MacBookAir7,2"		7/15/2015 0:00	7/14/2018 0:00	sjgrant	Primary		666
C02P232LFY11	tsimcoe	qst-md-0108	Mac OS X 10.11.4 (x86_64)	641	5/27/2016 5:40	"Apple, Inc."	"iMac15,1"		7/16/2015 0:00	7/15/2018 0:00	tsimcoe	Primary		641
PC06C7GA	normanb	QST-WL-0220	Microsoft Windows 7 Enterprise x64	102A	5/17/2016 0:12	LENOVO	20BWS2SS00	AD\normanb	7/15/2015 0:00	7/14/2019 0:00	normanb	Primary		102A
PC06C7G7	rdaroff	QST-WL-0221	Microsoft Windows 7 Enterprise x64		4/8/2016 1:01	LENOVO	20BWS2SS00	AD\rdaroff	7/15/2015 0:00	7/14/2019 0:00	rdaroff	Primary		
PC06C7GE	lkatz	QST-WL-0222	Microsoft Windows 7 Enterprise x64	104R	5/28/2016 19:08	LENOVO	20BWS2SS00	AD\lkatz	7/15/2015 0:00	7/14/2019 0:00	lkatz	Primary		104R
PC06C7GC	econcann	QST-WL-0224	Microsoft Windows 7 Enterprise x64	104	5/28/2016 18:32	LENOVO	20BWS2SS00	AD\econcann	7/15/2015 0:00	7/14/2019 0:00	econcann	Primary		104
R90GN95B	abcohen	QST-WL-0230	Microsoft Windows 7 Enterprise x64	210	5/10/2016 19:08	LENOVO	20BFS4EA00	AD\abcohen	7/21/2015 0:00	7/20/2019 0:00	abcohen	Secondary		210
R90GHPTE	eriedl	QST-WL-0231	Microsoft Windows 7 Enterprise x64	522F	5/27/2016 13:48	LENOVO	20BFS4JM00	AD\eriedl	7/16/2015 0:00	7/15/2019 0:00	eriedl	Primary		522F
PC06C7GH	zarotney	QST-WL-0235	Microsoft Windows 7 Enterprise x64	521	5/28/2016 18:54	LENOVO	20BWS2SS00	AD\zarotney	7/15/2015 0:00	7/14/2019 0:00	zarotney	Primary		521
C02Q625PFVH8	amembo	qst-ml-0221	Mac OS X 10.10.5 (x86_64)	635	5/26/2016 17:06	"Apple, Inc."	"MacBookPro12,1"		8/7/2015 0:00	8/6/2018 0:00	carlile	Secondary		635
R90GV8X0	rcovino	QST-WL-0238	Microsoft Windows 7 Enterprise x64	616	4/5/2016 0:51	LENOVO	20BFS4EA00	AD\rcovino	8/12/2015 0:00	8/11/2019 0:00	rcovino	Secondary		616
MJ02DGWY	qstla	QST-328-SPARE	Microsoft Windows 7 Enterprise x64	328	4/19/2016 1:29	LENOVO	10AAS48H00	AD\qstla	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Spare		328
MJ02DGWL	xsiqi	QST-WD-0017	Microsoft Windows 7 Enterprise x64	328	5/28/2016 19:07	LENOVO	10AAS48H00	AD\wj2	4/16/2015 0:00	4/15/2019 0:00	gdefronz	Computer Lab		328
PC06C7GG	bcolbert	QST-WL-0233	Microsoft Windows 7 Enterprise x64	104H Area (CUBICLE)	4/8/2016 1:01	LENOVO	20BWS2SS00	AD\bcolbert	7/15/2015 0:00	7/14/2019 0:00	bcolbert	Primary		104H Area (CUBICLE)
MJTMZGV	pstation	QST-WK-0002	Microsoft Windows 10 Enterprise x64	328	5/28/2016 18:37	LENOVO	3212AV7	AD\pstation	9/8/2012 0:00	9/7/2016 0:00	gdefronz	Kiosk		328
8170554053	mpaeglow	QST-WL-0251	Microsoft Windows 10 Pro x64	504F	5/26/2016 18:08	Microsoft Corporation	Surface Pro 4	AD\mpaeglow	3/4/2016 0:00	3/2/2020 0:00	mpaeglow	Secondary		504F
MJ03BGRF	yzhao316	QST-WD-0040	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:07	LENOVO	10AAS48H00	AD\sstomski	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR3	keshred	QST-WD-0041	Microsoft Windows 7 Enterprise x64	314	5/24/2016 1:28	LENOVO	10AAS48H00	AD\daiyx	12/8/2015 0:00	12/5/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRP	jerryliu	QST-WD-0042	Microsoft Windows 7 Enterprise x64	314	4/29/2016 0:30	LENOVO	10AAS48H00	AD\alexsuhh	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRB	ymasar	QST-WD-0043	Microsoft Windows 7 Enterprise x64	314	5/28/2016 18:39	LENOVO	10AAS48H00	AD\ymasar	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR9	aloven	QST-WD-0044	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:27	LENOVO	10AAS48H00	AD\aloven	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRT	reochoa	QST-WD-0045	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:06	LENOVO	10AAS48H00	AD\reochoa	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGS2	dorianc	QST-WD-0046	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:18	LENOVO	10AAS48H00	AD\telsey	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRY	dilinip	QST-WD-0047	Microsoft Windows 7 Enterprise x64	314	5/24/2016 2:23	LENOVO	10AAS48H00	AD\lkidder	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQZ	dkoswick	QST-WD-0048	Microsoft Windows 7 Enterprise x64	314	5/28/2016 8:46	LENOVO	10AAS48H00	AD\lisa4501	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRH	dkoswick	QST-WD-0049	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:24	LENOVO	10AAS48H00	AD\mchan821	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRN	briert	QST-WD-0050	Microsoft Windows 7 Enterprise x64	314	4/8/2016 1:06	LENOVO	10AAS48H00	AD\briert	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRX	jkang21	QST-WD-0068	Microsoft Windows 7 Enterprise x64	314	5/24/2016 1:42	LENOVO	10AAS48H00	AD\jkang21	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRM	ariannam	QST-WD-0051	Microsoft Windows 7 Enterprise x64	314	5/12/2016 0:28	LENOVO	10AAS48H00	AD\ariannam	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRQ	yangwq	QST-WD-0054	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:21	LENOVO	10AAS48H00	AD\yangwq	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQY	kesslerr	QST-WD-0052	Microsoft Windows 7 Enterprise x64	314	5/26/2016 0:07	LENOVO	10AAS48H00	AD\kesslerr	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRE	elux	QST-WD-0067	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:01	LENOVO	10AAS48H00	QST-WD-0067\istds-admin	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR5	elbardai	QST-WD-0053	Microsoft Windows 7 Enterprise x64	314	4/5/2016 0:45	LENOVO	10AAS48H00	AD\willsan	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRG	mingkwan	QST-WD-0066	Microsoft Windows 7 Enterprise x64	314	5/28/2016 18:50	LENOVO	10AAS48H00	QST-WD-0066\istds-admin	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQU	danielyg	QST-WD-0055	Microsoft Windows 7 Enterprise x64	314	5/3/2016 0:24	LENOVO	10AAS48H00	AD\qcqcqcqc	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRR	arashid	QST-WD-0065	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:22	LENOVO	10AAS48H00	AD\arashid	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRD	agthain	QST-WD-0056	Microsoft Windows 7 Enterprise x64	314	5/28/2016 19:24	LENOVO	10AAS48H00	AD\agthain	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRU	psuyanto	QST-WD-0064	Microsoft Windows 7 Enterprise x64	314	4/21/2016 1:54	LENOVO	10AAS48H00	AD\psuyanto	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRS	dillonsc	QST-WD-0057	Microsoft Windows 7 Enterprise x64	314	4/8/2016 1:01	LENOVO	10AAS48H00	AD\dillonsc	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRJ	bscott87	QST-WD-0058	Microsoft Windows 7 Enterprise x64	314	5/28/2016 18:43	LENOVO	10AAS48H00	AD\ldong	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRC	mariasim	QST-WD-0069	Microsoft Windows 7 Enterprise x64	314	5/10/2016 0:26	LENOVO	10AAS48H00	AD\mariasim	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR8	mcaokl	QST-WD-0059	Microsoft Windows 7 Enterprise x64	314	4/8/2016 2:00	LENOVO	10AAS48H00	AD\mcaokl	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR2	ebad	QST-WD-0063	Microsoft Windows 7 Enterprise x64	314	4/4/2016 0:35	LENOVO	10AAS48H00	AD\ebad	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGR1	ao	QST-WD-0062	Microsoft Windows 7 Enterprise x64	314	5/10/2016 0:10	LENOVO	10AAS48H00	AD\trupiano	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRZ	bcolbert	QST-WD-0060	Microsoft Windows 7 Enterprise x64	314	4/15/2016 2:18	LENOVO	10AAS48H00	AD\bcolbert	12/8/2019 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGQV	amoorthy	QST-WD-0061	Microsoft Windows 7 Enterprise x64	314	5/24/2016 1:36	LENOVO	10AAS48H00	AD\mjane	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		314
MJ03BGRL	teh	QST-WD-0127	Microsoft Windows 7 Enterprise x64	402A	5/28/2016 19:29	LENOVO	10AAS48H00	AD\teh	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGS1	johnt3	QST-WD-0121	Microsoft Windows 7 Enterprise x64	402A	4/12/2016 14:25	LENOVO	10AAS48H00	AD\yterry	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGRV	szoll888	QST-WD-0120	Microsoft Windows 7 Enterprise x64	402A	4/8/2016 2:19	LENOVO	10AAS48H00	AD\szoll888	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGQT	wanhong	QST-WD-0122	Microsoft Windows 7 Enterprise x64	402A	4/15/2016 0:49	LENOVO	10AAS48H00	AD\kmackin	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGQX	dwiner	QST-WD-0126	Microsoft Windows 7 Enterprise x64	402A	4/11/2016 15:20	LENOVO	10AAS48H00	AD\bmalone1	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGRW	linwango	QST-WD-0124	Microsoft Windows 7 Enterprise x64	402A	4/7/2016 11:22	LENOVO	10AAS48H00	AD\cathymcy	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGR6	mandylee	QST-WD-0123	Microsoft Windows 7 Enterprise x64	402A	4/5/2016 13:39	LENOVO	10AAS48H00	AD\yezis	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ03BGS3	eteran	QST-WD-0125	Microsoft Windows 7 Enterprise x64	402A	4/15/2016 0:46	LENOVO	10AAS48H00	AD\benp	12/8/2015 0:00	12/7/2019 0:00	gdefronz	Computer Lab		402A
MJ02YR1Y	smguser	QST-WD-0132	Microsoft Windows 7 Enterprise x64	326	5/28/2016 19:10	LENOVO	10AAS4GE00	AD\smguser	9/3/2015 0:00	9/2/2019 0:00	gdefronz	Classroom		326
LR04QE08	qstcloud	QST-WL-0070	Microsoft Windows 7 Enterprise x64	340E	5/24/2016 14:51	LENOVO	20DAS0QK00	AD\qstcloud	1/27/2016 0:00	3/12/2019 0:00	cbarrett	Loaner		340E
LR04QDZZ	qstcloud	QST-WL-0074	Microsoft Windows 7 Enterprise x64	340E	2/2/2016 16:52	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04Q331	qstcloud	QST-WL-0072	Microsoft Windows 7 Enterprise x64	340E	5/24/2016 1:40	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE04	qstcloud	QST-WL-0075	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:01	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZW	qstcloud	QST-WL-0073	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 10:56	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZS	qstcloud	QST-WL-0071	Microsoft Windows 7 Enterprise x64	340E	5/27/2016 11:32	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZV	qstcloud	QST-WL-0078	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:53	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZY	qstcloud	QST-WL-0079	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:54	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZU	qstcloud	QST-WL-0076	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 10:55	LENOVO	20DAS0QK00	AD\qstcloud	1/26/2016 0:00	3/11/2019 0:00	gdefronz	Loaner		340E
LR04QDZT	qstcloud	QST-WL-0077	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 12:00	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE06	qstcloud	QST-WL-0080	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:43	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE03	qstcloud	QST-WL-0082	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:04	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE01	qstcloud	QST-WL-0081	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:51	LENOVO	20DAS0QK00	AD\qstcloud	1/26/2016 0:00	3/11/2019 0:00	gdefronz	Loaner		340E
LR04QE02	qstcloud	QST-WL-0085	Microsoft Windows 7 Enterprise x64	340E	5/6/2016 13:28	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZX	qstcloud	QST-WL-0084	Microsoft Windows 7 Enterprise x64	340E	5/11/2016 11:56	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE00	qstcloud	QST-WL-0087	Microsoft Windows 7 Enterprise x64	340E	5/6/2016 13:37	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04Q330	qstcloud	QST-WL-0086	Microsoft Windows 7 Enterprise x64	340E	5/6/2016 13:37	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE07	qstcloud	QST-WL-0083	Microsoft Windows 7 Enterprise x64	340E	3/3/2016 11:49	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QE05	qstcloud	QST-WL-0088	Microsoft Windows 7 Enterprise x64	340E	5/6/2016 13:34	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR04QDZR	qstcloud	QST-WL-0089	Microsoft Windows 7 Enterprise x64	340E	5/18/2016 6:55	LENOVO	20DAS0QK00	AD\qstcloud	1/25/2016 0:00	3/10/2019 0:00	gdefronz	Loaner		340E
LR035QYT	qstcloud	QST-WL-0043	Microsoft Windows 7 Enterprise x64	340E	5/27/2016 11:35	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	gdefronz	Loaner		340E
LR035QYM	qstcloud	QST-WL-0026	Microsoft Windows 7 Enterprise x64	340E	5/27/2016 8:35	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340E
LR03JSBX	qstcloud	QST-WL-0022	Microsoft Windows 7 Enterprise x64	340E	5/27/2016 11:41	LENOVO	20DAS0QK00	AD\qstcloud	3/30/2015 0:00	4/8/2018 0:00	cbarrett	Loaner		340E
LR7A5WG	msforza	SMG326LT-37	Microsoft Windows 7 Professional x64		5/18/2016 17:17	LENOVO	05962RU	AD\msforza	11/30/2011 0:00	11/29/2012 0:00				
LR035QYE	qstcloud	QST-WL-0035	Microsoft Windows 7 Enterprise x64	340E	5/27/2016 11:23	LENOVO	20DAS07N00	AD\qstcloud	8/8/2014 0:00	8/17/2017 0:00	cbarrett	Loaner		340E
C1MNVKC9DTY3	qstcloud	qst-ml-0006	Mac OS X 10.11.4 (x86_64)	340E	4/28/2016 12:25	"Apple, Inc."	"MacBookPro9,2"		2/6/2015 0:00	2/5/2018 0:00	cbarrett	Primary		340E
MJ03SF57	istds-admin	QST-WD-0180	Microsoft Windows 10 Enterprise x64		5/6/2016 13:12	LENOVO	10FLS0E400	.\istds-admin	11/30/-001 00:00:00	11/30/-001 00:00:00	gdefronz	Shared		
MJ761ZD	pegan	QST-WD-0340	Microsoft Windows 10 Enterprise x64	522A	5/28/2016 19:00	LENOVO	36901K3	AD\pegan	5/26/2013 0:00	5/15/2017 0:00	pegan	Primary		522A
MJYWGX1	pdoherty	SMG524A	Microsoft Windows 7 Professional x64		4/8/2016 2:19	LENOVO	4524A61	AD\pdoherty	7/2/2011 0:00	7/1/2015 0:00	pdoherty	Primary		
MJPBXND	asadoo	SMG523-1	Microsoft Windows 7 Enterprise x64	523	5/28/2016 19:17	LENOVO	4524AY5	AD\asadoo	7/5/2012 0:00	6/25/2016 0:00	asadoo	Primary		523
MJWZXD8	istds-admin	DESKTOP-FH4EGOF	Microsoft Windows 10 Enterprise x64		9/30/2015 16:01	LENOVO	4524A61	.\QST-WD-TEST	6/16/2011 0:00	6/15/2015 0:00	msmith22	Primary		
MJ49E1N	yesun	QST-WD-0326	Microsoft Windows 7 Enterprise x64	518D	5/28/2016 19:23	LENOVO	3212BJ7	AD\yesun	8/3/2013 0:00	7/23/2017 0:00	yesun	Primary		518D
MJ49E1R	mhagigi	SMG520B-1	Microsoft Windows 7 Enterprise x64		5/27/2016 17:28	LENOVO	3212BJ7	AD\mhagigi	8/3/2013 0:00	7/23/2017 0:00	mhagigi	Primary		
R9Z02H7	istds-admin	QST-WL-0262	Microsoft Windows 10 Enterprise x64	522G	5/27/2016 13:21	LENOVO	2355BE3	.\istds-admin	5/30/2013 0:00	5/29/2017 0:00	lynnli	Secondary		522G
C02MDAJVFD56	albuquea	SMG522CMACLT-1	Mac OS X 10.9.5 (x86_64)		5/28/2016 17:07	"Apple, Inc."	"MacBookPro11,2"		3/18/2014 0:00	3/17/2017 0:00	albuquea	Primary		
